,filename,flight_time,iothub_time,end_to_end_time,messagesendutctime,iothubutctime,s3creationutctime,audiotranslation
711,2387689.wav,37.35,472.0,509.35,2018-11-29 05:18:48.490650,2018-11-29 05:18:48.528000,2018-11-29 05:18:49.000000,i need to know who tom minutes
712,2387710.wav,42.404,135.0,177.40400000000002,2018-11-29 00:40:06.822596,2018-11-29 00:40:06.865000,2018-11-29 00:40:07.000000,i need to rest a moment
713,2389895.wav,39.113,566.0,605.113,2018-11-29 04:42:59.394887,2018-11-29 04:42:59.434000,2018-11-29 04:43:00.000000,i promise that wasn't going to do this
714,2390779.wav,41.308,1048.0,1089.308,2018-11-29 01:01:21.910692,2018-11-29 01:01:21.952000,2018-11-29 01:01:23.000000,i really appreciate it all
715,2390804.wav,47.05,493.0,540.0500000000002,2018-11-29 01:18:58.459950,2018-11-29 01:18:58.507000,2018-11-29 01:18:59.000000,i really do have to go
716,2396033.wav,40.815,773.0,813.8149999999998,2018-11-29 01:05:46.186185,2018-11-29 01:05:46.227000,2018-11-29 01:05:47.000000,don't you think it's time you last
717,2396060.wav,41.515,499.0,540.515,2018-11-29 03:22:52.459485,2018-11-29 03:22:52.501000,2018-11-29 03:22:53.000000,i asked tom to pay his bill
718,2396175.wav,39.309,203.0,242.30900000000003,2018-11-29 05:56:17.757691,2018-11-29 05:56:17.797000,2018-11-29 05:56:18.000000,i'd like to make myself useful
719,2396190.wav,41.70800000000001,489.0,530.7080000000001,2018-11-29 02:14:16.469292,2018-11-29 02:14:16.511000,2018-11-29 02:14:17.000000,why not working for tom
720,2400053.wav,40.257,147.0,187.257,2018-11-29 04:55:53.812743,2018-11-29 04:55:53.853000,2018-11-29 04:55:54.000000,that's why i wanted to talk to you
721,2400135.wav,38.177,959.0,997.177,2018-11-29 04:48:23.002823,2018-11-29 04:48:23.041000,2018-11-29 04:48:24.000000,tom didn't realize he has made a mistake
722,24033.wav,41.32700000000001,529.0,570.327,2018-11-29 02:16:20.429673,2018-11-29 02:16:20.471000,2018-11-29 02:16:21.000000,my wife is preparing dinner right now
723,2403660.wav,41.941,391.0,432.941,2018-11-29 05:58:15.567059,2018-11-29 05:58:15.609000,2018-11-29 05:58:16.000000,do you like indonesian food
724,2405897.wav,46.181999999999995,239.0,285.182,2018-11-29 00:55:15.714818,2018-11-29 00:55:15.761000,2018-11-29 00:55:16.000000,i said stay here
725,2406054.wav,37.306,879.0,916.306,2018-11-29 04:00:17.083694,2018-11-29 04:00:17.121000,2018-11-29 04:00:18.000000,i sat and stared at it
726,2406071.wav,37.936,637.0,674.936,2018-11-29 02:55:46.325064,2018-11-29 02:55:46.363000,2018-11-29 02:55:47.000000,i saw it happen
727,2406137.wav,42.725,592.0,634.725,2018-11-29 00:43:03.365275,2018-11-29 00:43:03.408000,2018-11-29 00:43:04.000000,assault on in the hallway
728,2406235.wav,41.111,229.0,270.111,2018-11-29 03:46:12.729889,2018-11-29 03:46:12.771000,2018-11-29 03:46:13.000000,i see no need to do that
729,2406324.wav,41.658,814.0,855.658,2018-11-29 03:54:25.144342,2018-11-29 03:54:25.186000,2018-11-29 03:54:26.000000,i should definitely go
730,2406451.wav,29.713,629.0,658.7130000000001,2018-11-29 05:42:54.341287,2018-11-29 05:42:54.371000,2018-11-29 05:42:55.000000,i should've studied french
731,2406495.wav,40.18300000000001,785.0,825.183,2018-11-29 02:51:02.174817,2018-11-29 02:51:02.215000,2018-11-29 02:51:03.000000,i shouldn't have done this
732,2406531.wav,41.042,98.0,139.042,2018-11-29 02:01:26.860958,2018-11-29 02:01:26.902000,2018-11-29 02:01:27.000000,i sold to this route
733,2406588.wav,40.765,369.0,409.765,2018-11-29 01:18:44.590235,2018-11-29 01:18:44.631000,2018-11-29 01:18:45.000000,i still can't believe you and tom got married
734,2406637.wav,94.65799999999999,162.0,256.658,2018-11-29 01:13:41.743342,2018-11-29 01:13:41.838000,2018-11-29 01:13:42.000000,i still have friends in boston
735,2406641.wav,43.961000000000006,963.0,1006.961,2018-11-29 04:50:15.993039,2018-11-29 04:50:16.037000,2018-11-29 04:50:17.000000,i still have questions about tom
736,2406876.wav,38.048,498.0,536.048,2018-11-29 00:46:10.463952,2018-11-29 00:46:10.502000,2018-11-29 00:46:11.000000,i suppose it can't be helped
737,2406911.wav,37.098,666.0,703.0980000000001,2018-11-29 00:51:42.296902,2018-11-29 00:51:42.334000,2018-11-29 00:51:43.000000,i suppose you know everything to haunted
738,2406936.wav,29.855,974.0,1003.855,2018-11-29 06:00:07.996145,2018-11-29 06:00:08.026000,2018-11-29 06:00:09.000000,i sure appreciate all your help
739,2407168.wav,40.505,234.0,274.505,2018-11-29 00:52:50.725495,2018-11-29 00:52:50.766000,2018-11-29 00:52:51.000000,i take it all back
740,2407814.wav,37.725,245.0,282.725,2018-11-29 04:35:10.717275,2018-11-29 04:35:10.755000,2018-11-29 04:35:11.000000,i think i need a drink
741,2407872.wav,40.48,1040.0,1080.48,2018-11-29 00:35:56.919520,2018-11-29 00:35:56.960000,2018-11-29 00:35:58.000000,i think i'll get some rest
742,2407942.wav,52.397,744.0,796.3969999999999,2018-11-29 00:39:50.203603,2018-11-29 00:39:50.256000,2018-11-29 00:39:51.000000,i think it's dangerous
743,2408242.wav,52.2,786.0,838.1999999999998,2018-11-29 04:05:00.161800,2018-11-29 04:05:00.214000,2018-11-29 04:05:01.000000,i think tom has a plan
744,2408389.wav,79.944,192.0,271.944,2018-11-29 05:06:00.728056,2018-11-29 05:06:00.808000,2018-11-29 05:06:01.000000,i think tom will like it
745,2412514.wav,42.353,401.0,443.353,2018-11-29 03:04:15.556647,2018-11-29 03:04:15.599000,2018-11-29 03:04:16.000000,tom and mary were among the ones who didn't come
746,2414040.wav,40.294,462.0,502.294,2018-11-29 01:33:34.497706,2018-11-29 01:33:34.538000,2018-11-29 01:33:35.000000,common mary looked at each other's silently
747,2414065.wav,29.673,1599.0,1628.6729999999998,2018-11-29 02:36:43.371327,2018-11-29 02:36:43.401000,2018-11-29 02:36:45.000000,common mary stared at each other for a moment
748,2415233.wav,49.343999999999994,129.0,178.34400000000002,2018-11-29 02:11:21.821656,2018-11-29 02:11:21.871000,2018-11-29 02:11:22.000000,calm likes to play soccer
749,24200.wav,37.989,786.0,823.9889999999998,2018-11-29 03:33:47.176011,2018-11-29 03:33:47.214000,2018-11-29 03:33:48.000000,can you deliver it to my house
750,242177.wav,44.718999999999994,407.0,451.719,2018-11-29 01:42:16.548281,2018-11-29 01:42:16.593000,2018-11-29 01:42:17.000000,i woke up at five this morning
751,242183.wav,45.604,182.0,227.604,2018-11-29 02:24:11.772396,2018-11-29 02:24:11.818000,2018-11-29 02:24:12.000000,you look very happy this morning
752,2422582.wav,50.576,270.0,320.57599999999996,2018-11-29 01:22:41.679424,2018-11-29 01:22:41.730000,2018-11-29 01:22:42.000000,comp cod mary stealing money from the cash register
753,2423890.wav,29.745,579.0,608.745,2018-11-29 00:47:32.391255,2018-11-29 00:47:32.421000,2018-11-29 00:47:33.000000,that made me change my mind
754,242924.wav,42.017,1017.0,1059.017,2018-11-29 05:27:40.940983,2018-11-29 05:27:40.983000,2018-11-29 05:27:42.000000,he is anyone outside today
755,2431136.wav,42.38800000000001,503.0,545.388,2018-11-29 05:38:43.454612,2018-11-29 05:38:43.497000,2018-11-29 05:38:44.000000,i think i'm going to stop now
756,2432818.wav,41.544,372.0,413.544,2018-11-29 03:26:09.586456,2018-11-29 03:26:09.628000,2018-11-29 03:26:10.000000,calm hate school
757,243366.wav,38.954,405.0,443.954,2018-11-29 03:46:36.556046,2018-11-29 03:46:36.595000,2018-11-29 03:46:37.000000,i don't feel like eating out this evening
758,244766.wav,51.553,923.0,974.553,2018-11-29 01:27:01.025447,2018-11-29 01:27:01.077000,2018-11-29 01:27:02.000000,drop dead make my house last night
759,244845.wav,39.831,767.0,806.831,2018-11-29 03:06:15.193169,2018-11-29 03:06:15.233000,2018-11-29 03:06:16.000000,it was hot last night
760,2450021.wav,27.685,471.0,498.685,2018-11-29 04:53:33.501315,2018-11-29 04:53:33.529000,2018-11-29 04:53:34.000000,i've become very interested in ancient art
761,2451127.wav,93.001,464.0,557.001,2018-11-29 04:17:13.442999,2018-11-29 04:17:13.536000,2018-11-29 04:17:14.000000,i've kept a diary and friends for the past three years
762,2451169.wav,38.997,328.0,366.99699999999996,2018-11-29 05:03:58.633003,2018-11-29 05:03:58.672000,2018-11-29 05:03:59.000000,i wish i could speak french half as well as you
763,2451240.wav,37.304,516.0,553.304,2018-11-29 02:27:29.446696,2018-11-29 02:27:29.484000,2018-11-29 02:27:30.000000,everybody knew tom could speak french well
764,2451323.wav,39.034,178.0,217.03400000000002,2018-11-29 03:28:32.782966,2018-11-29 03:28:32.822000,2018-11-29 03:28:33.000000,how long has tom been studying french
765,2451332.wav,125.615,290.0,415.615,2018-11-29 04:53:01.584385,2018-11-29 04:53:01.710000,2018-11-29 04:53:02.000000,please say that once again in france
766,2451544.wav,43.891000000000005,240.0,283.89099999999996,2018-11-29 00:42:14.716109,2018-11-29 00:42:14.760000,2018-11-29 00:42:15.000000,use the the french don't you
767,2451615.wav,42.371,1028.0,1070.371,2018-11-29 02:46:44.929629,2018-11-29 02:46:44.972000,2018-11-29 02:46:46.000000,do you speak french well
768,24529.wav,40.89700000000001,998.0,1038.897,2018-11-29 00:58:30.961103,2018-11-29 00:58:31.002000,2018-11-29 00:58:32.000000,i can see some people walking across the street
769,2453028.wav,42.13200000000001,288.0,330.13199999999995,2018-11-29 02:15:56.669868,2018-11-29 02:15:56.712000,2018-11-29 02:15:57.000000,tom is shorter than average
770,2455041.wav,115.744,514.0,629.7439999999998,2018-11-29 02:57:00.370256,2018-11-29 02:57:00.486000,2018-11-29 02:57:01.000000,would you please help me translate this
771,245555.wav,39.099,711.0,750.0989999999998,2018-11-29 02:39:50.249901,2018-11-29 02:39:50.289000,2018-11-29 02:39:51.000000,my sister sometimes makes our dinner
772,24568.wav,41.766000000000005,500.0,541.766,2018-11-29 04:03:31.458234,2018-11-29 04:03:31.500000,2018-11-29 04:03:32.000000,what time does boarding began
773,2458581.wav,43.413000000000004,621.0,664.413,2018-11-29 01:54:36.335587,2018-11-29 01:54:36.379000,2018-11-29 01:54:37.000000,i think you're hot
774,2458610.wav,42.136,885.0,927.1360000000001,2018-11-29 02:54:02.072864,2018-11-29 02:54:02.115000,2018-11-29 02:54:03.000000,i think you fast enough questions
775,2467138.wav,41.261,211.0,252.261,2018-11-29 00:53:00.747739,2018-11-29 00:53:00.789000,2018-11-29 00:53:01.000000,that sounds like a bad idea
776,24693.wav,30.759,1009.0,1039.759,2018-11-29 05:56:40.960241,2018-11-29 05:56:40.991000,2018-11-29 05:56:42.000000,what did you make
777,247110.wav,38.556999999999995,796.0,834.557,2018-11-29 02:31:50.165443,2018-11-29 02:31:50.204000,2018-11-29 02:31:51.000000,wait here till i returned
778,2474690.wav,28.636000000000006,674.0,702.6360000000002,2018-11-29 03:31:04.297364,2018-11-29 03:31:04.326000,2018-11-29 03:31:05.000000,mary looks hot
779,2474821.wav,45.047,810.0,855.047,2018-11-29 05:30:47.144953,2018-11-29 05:30:47.190000,2018-11-29 05:30:48.000000,let me know what to think
780,2476559.wav,41.943000000000005,882.0,923.943,2018-11-29 00:44:08.076057,2018-11-29 00:44:08.118000,2018-11-29 00:44:09.000000,police have uncovered new evidence related to the case
781,2480017.wav,39.518,810.0,849.518,2018-11-29 03:47:49.150482,2018-11-29 03:47:49.190000,2018-11-29 03:47:50.000000,i don't have a clear idea of what you mean
782,248354.wav,40.839,164.0,204.83900000000003,2018-11-29 02:31:30.795161,2018-11-29 02:31:30.836000,2018-11-29 02:31:31.000000,we walked another hundred yards
783,24844.wav,42.588,800.0,842.5880000000001,2018-11-29 02:32:38.157412,2018-11-29 02:32:38.200000,2018-11-29 02:32:39.000000,what do i have
784,2484554.wav,42.93899999999999,651.0,693.939,2018-11-29 04:50:32.306061,2018-11-29 04:50:32.349000,2018-11-29 04:50:33.000000,it's too early to leave
785,248973.wav,44.535,485.0,529.535,2018-11-29 00:40:12.470465,2018-11-29 00:40:12.515000,2018-11-29 00:40:13.000000,we found some dead fish in the river
786,2490800.wav,39.875,322.0,361.875,2018-11-29 04:46:40.638125,2018-11-29 04:46:40.678000,2018-11-29 04:46:41.000000,com's apartment is cluttered
787,2494050.wav,40.815,1053.0,1093.815,2018-11-29 05:01:16.906185,2018-11-29 05:01:16.947000,2018-11-29 05:01:18.000000,do you have any soup bowls
788,249505.wav,41.663000000000004,352.0,393.663,2018-11-29 01:55:19.606337,2018-11-29 01:55:19.648000,2018-11-29 01:55:20.000000,we try to trap the fox
789,24953.wav,40.566,509.0,549.566,2018-11-29 03:24:58.450434,2018-11-29 03:24:58.491000,2018-11-29 03:24:59.000000,what made her do so
790,250189.wav,40.014,900.0,940.0139999999999,2018-11-29 03:04:20.059986,2018-11-29 03:04:20.100000,2018-11-29 03:04:21.000000,will you tell me
791,2502611.wav,46.282,201.0,247.282,2018-11-29 04:09:06.752718,2018-11-29 04:09:06.799000,2018-11-29 04:09:07.000000,do you have the book
792,250721.wav,41.993,570.0,611.993,2018-11-29 05:05:37.388007,2018-11-29 05:05:37.430000,2018-11-29 05:05:38.000000,my brother is good in mathematics
793,250993.wav,54.058,64.0,118.058,2018-11-29 03:48:17.881942,2018-11-29 03:48:17.936000,2018-11-29 03:48:18.000000,from my point of view australia's one of the best countries in the world
794,251144.wav,41.087,216.0,257.087,2018-11-29 04:36:16.742913,2018-11-29 04:36:16.784000,2018-11-29 04:36:17.000000,my hobby is taking pictures
795,251657.wav,39.589,880.0,919.589,2018-11-29 05:01:23.080411,2018-11-29 05:01:23.120000,2018-11-29 05:01:24.000000,my father is a doctor
796,252011.wav,27.152,359.0,386.152,2018-11-29 01:57:50.613848,2018-11-29 01:57:50.641000,2018-11-29 01:57:51.000000,a friend of mine is studying abroad
797,252420.wav,57.711000000000006,371.0,428.711,2018-11-29 04:29:24.571289,2018-11-29 04:29:24.629000,2018-11-29 04:29:25.000000,i can't see myself lying in bed until eleven o'clock
798,252455.wav,35.948,576.0,611.9480000000002,2018-11-29 00:49:18.388052,2018-11-29 00:49:18.424000,2018-11-29 00:49:19.000000,i went to bed at one o'clock
799,252707.wav,39.111,140.0,179.111,2018-11-29 05:48:54.820889,2018-11-29 05:48:54.860000,2018-11-29 05:48:55.000000,i don't know whether you're telling the truth or not
800,25289.wav,37.943000000000005,803.0,840.943,2018-11-29 03:58:18.159057,2018-11-29 03:58:18.197000,2018-11-29 03:58:19.000000,what's the good news
801,253053.wav,41.68,103.0,144.68,2018-11-29 02:49:30.855320,2018-11-29 02:49:30.897000,2018-11-29 02:49:31.000000,i know what that is
802,253105.wav,29.898000000000003,563.0,592.898,2018-11-29 00:44:32.407102,2018-11-29 00:44:32.437000,2018-11-29 00:44:33.000000,i want to go to africa someday
803,253340.wav,30.815,476.0,506.815,2018-11-29 03:14:25.493185,2018-11-29 03:14:25.524000,2018-11-29 03:14:26.000000,i have two cameras
804,2537265.wav,43.96,1071.0,1114.96,2018-11-29 00:48:41.885040,2018-11-29 00:48:41.929000,2018-11-29 00:48:43.000000,common area are getting ready to go on their honeymoon
805,2537302.wav,42.919,186.0,228.919,2018-11-29 02:29:17.771081,2018-11-29 02:29:17.814000,2018-11-29 02:29:18.000000,i'm sure that by the time you get here will be ready
806,2537367.wav,40.255,944.0,984.255,2018-11-29 03:42:06.015745,2018-11-29 03:42:06.056000,2018-11-29 03:42:07.000000,tom open the door to see what the weather was like
807,2537481.wav,38.788,261.0,299.788,2018-11-29 05:46:35.700212,2018-11-29 05:46:35.739000,2018-11-29 05:46:36.000000,con el the glass filled with wine in his left hand
808,2537553.wav,57.971,324.0,381.971,2018-11-29 02:26:33.618029,2018-11-29 02:26:33.676000,2018-11-29 02:26:34.000000,i'm sure there must be something i can do to help
809,2537599.wav,42.49,342.0,384.49,2018-11-29 02:48:28.615510,2018-11-29 02:48:28.658000,2018-11-29 02:48:29.000000,tom came into the house carrying his skateboard
810,2538110.wav,39.526,285.0,324.5259999999999,2018-11-29 02:29:47.675474,2018-11-29 02:29:47.715000,2018-11-29 02:29:48.000000,i wish you told me that car was out of gas
811,2538441.wav,39.68,211.0,250.68,2018-11-29 05:11:32.749320,2018-11-29 05:11:32.789000,2018-11-29 05:11:33.000000,you won't need to worry about that again
812,2538473.wav,39.481,443.0,482.481,2018-11-29 02:32:33.517519,2018-11-29 02:32:33.557000,2018-11-29 02:32:34.000000,compact is bad for his upcoming trip
813,2538524.wav,39.702,830.0,869.702,2018-11-29 03:00:54.130298,2018-11-29 03:00:54.170000,2018-11-29 03:00:55.000000,i'm not the only one who agrees with tom
814,2538743.wav,40.24500000000001,144.0,184.245,2018-11-29 04:52:52.815755,2018-11-29 04:52:52.856000,2018-11-29 04:52:53.000000,our would've done the same thing i think
815,2538754.wav,85.26599999999998,878.0,963.2660000000001,2018-11-29 05:58:30.036734,2018-11-29 05:58:30.122000,2018-11-29 05:58:31.000000,i won't allow you to cause trouble here
816,2538881.wav,41.941,431.0,472.941,2018-11-29 03:34:22.527059,2018-11-29 03:34:22.569000,2018-11-29 03:34:23.000000,i'm the one you talked to on the phone
817,2538929.wav,42.794,762.0,804.794,2018-11-29 04:46:09.195206,2018-11-29 04:46:09.238000,2018-11-29 04:46:10.000000,i'm having a really bad luck with my car
818,2538982.wav,29.406999999999996,554.0,583.4069999999999,2018-11-29 04:19:56.416593,2018-11-29 04:19:56.446000,2018-11-29 04:19:57.000000,i wish there was something i could say
819,2539015.wav,42.115,289.0,331.115,2018-11-29 05:53:21.668885,2018-11-29 05:53:21.711000,2018-11-29 05:53:22.000000,i thought we talked about this already
820,2539366.wav,42.026,464.0,506.026,2018-11-29 01:37:17.493974,2018-11-29 01:37:17.536000,2018-11-29 01:37:18.000000,tom know where he had parked his car
821,2539439.wav,55.327,684.0,739.327,2018-11-29 03:56:38.260673,2018-11-29 03:56:38.316000,2018-11-29 03:56:39.000000,i'm sorry did i say something wrong
822,2539500.wav,39.312,524.0,563.312,2018-11-29 02:46:57.436688,2018-11-29 02:46:57.476000,2018-11-29 02:46:58.000000,i'll stay in boston for three months
823,2539536.wav,40.285,515.0,555.2850000000002,2018-11-29 02:30:42.444715,2018-11-29 02:30:42.485000,2018-11-29 02:30:43.000000,i wouldn't mind going someplace else
824,2539576.wav,38.45500000000001,850.0,888.455,2018-11-29 04:00:56.111545,2018-11-29 04:00:56.150000,2018-11-29 04:00:57.000000,i understand how angry to almost feel
825,2539685.wav,40.368,735.0,775.3679999999998,2018-11-29 05:12:29.224632,2018-11-29 05:12:29.265000,2018-11-29 05:12:30.000000,please don't leave me here with tom
826,2539827.wav,38.96100000000001,866.0,904.961,2018-11-29 04:13:41.095039,2018-11-29 04:13:41.134000,2018-11-29 04:13:42.000000,i wouldn't do this for just anybody
827,2539846.wav,38.812,862.0,900.812,2018-11-29 05:55:11.099188,2018-11-29 05:55:11.138000,2018-11-29 05:55:12.000000,i wish i'd never broken up with you
828,2540033.wav,41.22,325.0,366.22,2018-11-29 04:50:09.633780,2018-11-29 04:50:09.675000,2018-11-29 04:50:10.000000,it'll be awhile until we're ready
829,2540034.wav,44.446000000000005,457.0,501.446,2018-11-29 05:53:37.498554,2018-11-29 05:53:37.543000,2018-11-29 05:53:38.000000,it looks like tom bought a new car
830,2540057.wav,37.644,633.0,670.6439999999999,2018-11-29 05:54:10.329356,2018-11-29 05:54:10.367000,2018-11-29 05:54:11.000000,i'm sure you'll do a fantastic job
831,2540065.wav,40.039,871.0,911.039,2018-11-29 03:59:21.088961,2018-11-29 03:59:21.129000,2018-11-29 03:59:22.000000,i'm sure tom told you i was coming
832,2540312.wav,42.323,270.0,312.3230000000001,2018-11-29 02:24:26.687677,2018-11-29 02:24:26.730000,2018-11-29 02:24:27.000000,you're not an easy person to find
833,2540401.wav,41.032,466.0,507.032,2018-11-29 03:49:01.492968,2018-11-29 03:49:01.534000,2018-11-29 03:49:02.000000,honda's thirty push-ups every day
834,2540425.wav,44.924,349.0,393.92400000000004,2018-11-29 01:37:46.606076,2018-11-29 01:37:46.651000,2018-11-29 01:37:47.000000,tom and i are having drinks later
835,2540560.wav,37.951,344.0,381.951,2018-11-29 05:54:23.618049,2018-11-29 05:54:23.656000,2018-11-29 05:54:24.000000,also the table for six people
836,2540637.wav,57.782,299.0,356.782,2018-11-29 01:57:11.643218,2018-11-29 01:57:11.701000,2018-11-29 01:57:12.000000,how was told to be here on the thirteenth
837,2540853.wav,107.935,572.0,679.935,2018-11-29 02:56:00.320065,2018-11-29 02:56:00.428000,2018-11-29 02:56:01.000000,i'm waiting for tom to cool down
838,2540894.wav,41.163000000000004,159.0,200.16299999999998,2018-11-29 00:46:38.799837,2018-11-29 00:46:38.841000,2018-11-29 00:46:39.000000,i'm responsible for tom safety
839,2540896.wav,37.217,450.0,487.217,2018-11-29 03:23:33.512783,2018-11-29 03:23:33.550000,2018-11-29 03:23:34.000000,i'm really looking forward to it
840,2541011.wav,42.717,736.0,778.717,2018-11-29 01:30:53.221283,2018-11-29 01:30:53.264000,2018-11-29 01:30:54.000000,i'll call you if i hear anything
841,2541015.wav,47.19000000000001,219.0,266.19,2018-11-29 02:02:18.733810,2018-11-29 02:02:18.781000,2018-11-29 02:02:19.000000,i'll be finished here in an hour
842,2541219.wav,39.034,1038.0,1077.0339999999999,2018-11-29 05:31:46.922966,2018-11-29 05:31:46.962000,2018-11-29 05:31:48.000000,tom probably won't eat anything
843,2541336.wav,39.683,952.0,991.683,2018-11-29 02:12:53.008317,2018-11-29 02:12:53.048000,2018-11-29 02:12:54.000000,i'm not sure i'm ready for that
844,2541436.wav,39.489,820.0,859.4889999999998,2018-11-29 03:45:35.140511,2018-11-29 03:45:35.180000,2018-11-29 03:45:36.000000,also you where we can hide
845,2541562.wav,43.00899999999999,570.0,613.009,2018-11-29 01:47:54.386991,2018-11-29 01:47:54.430000,2018-11-29 01:47:55.000000,i just don't want to go to jail
846,2541724.wav,28.344,94.0,122.344,2018-11-29 01:02:07.877656,2018-11-29 01:02:07.906000,2018-11-29 01:02:08.000000,tom backed out of the driveway
847,254181.wav,34.605999999999995,724.0,758.6060000000001,2018-11-29 04:58:00.241394,2018-11-29 04:58:00.276000,2018-11-29 04:58:01.000000,i was invited to the party
848,2541812.wav,41.06200000000001,580.0,621.062,2018-11-29 01:06:08.378938,2018-11-29 01:06:08.420000,2018-11-29 01:06:09.000000,i'm responsible for everything
849,254202.wav,27.714000000000002,729.0,756.7139999999998,2018-11-29 03:57:49.243286,2018-11-29 03:57:49.271000,2018-11-29 03:57:50.000000,i show them how to do it
850,2542161.wav,37.488,404.0,441.48800000000006,2018-11-29 02:18:31.558512,2018-11-29 02:18:31.596000,2018-11-29 02:18:32.000000,tom would make a good teacher
851,2542318.wav,41.474,455.0,496.4740000000001,2018-11-29 00:57:42.503526,2018-11-29 00:57:42.545000,2018-11-29 00:57:43.000000,i'm sure you'll be happy here
852,2542367.wav,39.164,339.0,378.164,2018-11-29 04:31:43.621836,2018-11-29 04:31:43.661000,2018-11-29 04:31:44.000000,i'm really not much of a coat
853,2542562.wav,40.449,983.0,1023.449,2018-11-29 01:16:31.976551,2018-11-29 01:16:32.017000,2018-11-29 01:16:33.000000,i wonder what thomas thinking
854,2542623.wav,38.983000000000004,1008.0,1046.983,2018-11-29 03:17:46.953017,2018-11-29 03:17:46.992000,2018-11-29 03:17:48.000000,how was going to do that anyway
855,2542668.wav,40.01,747.0,787.01,2018-11-29 03:50:18.212990,2018-11-29 03:50:18.253000,2018-11-29 03:50:19.000000,i thought i'd left it at home
856,2542723.wav,51.297,926.0,977.297,2018-11-29 04:39:44.022703,2018-11-29 04:39:44.074000,2018-11-29 04:39:45.000000,what's the ambassador's name
857,2542881.wav,41.953,298.0,339.9530000000001,2018-11-29 01:00:52.660047,2018-11-29 01:00:52.702000,2018-11-29 01:00:53.000000,i'm trying to save your life
858,2542981.wav,39.4,149.0,188.4,2018-11-29 00:42:01.811600,2018-11-29 00:42:01.851000,2018-11-29 00:42:02.000000,i'm going to take care of it
859,2543201.wav,38.149,943.0,981.1489999999999,2018-11-29 02:25:32.018851,2018-11-29 02:25:32.057000,2018-11-29 02:25:33.000000,i told you tom would love it
860,2543459.wav,38.678000000000004,345.0,383.67800000000005,2018-11-29 02:08:03.616322,2018-11-29 02:08:03.655000,2018-11-29 02:08:04.000000,on the one that's to blame
861,2543474.wav,40.261,173.0,213.261,2018-11-29 05:41:29.786739,2018-11-29 05:41:29.827000,2018-11-29 05:41:30.000000,i'm supposed to protect you
862,2543542.wav,41.426,926.0,967.426,2018-11-29 02:54:10.032574,2018-11-29 02:54:10.074000,2018-11-29 02:54:11.000000,i'm not going to forget you
863,2543881.wav,44.37900000000001,81.0,125.379,2018-11-29 05:15:08.874621,2018-11-29 05:15:08.919000,2018-11-29 05:15:09.000000,you won't find it in there
864,2543892.wav,54.583,269.0,323.58299999999997,2018-11-29 02:28:59.676417,2018-11-29 02:28:59.731000,2018-11-29 02:29:00.000000,would you stop saying that
865,2543964.wav,41.538000000000004,983.0,1024.538,2018-11-29 02:21:18.975462,2018-11-29 02:21:19.017000,2018-11-29 02:21:20.000000,tom told mary to be honest
866,2544043.wav,39.592,964.0,1003.592,2018-11-29 00:43:20.996408,2018-11-29 00:43:21.036000,2018-11-29 00:43:22.000000,if tom guys will we do
867,2544419.wav,43.55500000000001,77.0,120.555,2018-11-29 01:34:34.879445,2018-11-29 01:34:34.923000,2018-11-29 01:34:35.000000,i thought we said tomorrow
868,2544427.wav,40.497,808.0,848.497,2018-11-29 03:21:48.151503,2018-11-29 03:21:48.192000,2018-11-29 03:21:49.000000,i thought i heard is claimed
869,2544553.wav,43.471,209.0,252.47099999999998,2018-11-29 05:43:34.747529,2018-11-29 05:43:34.791000,2018-11-29 05:43:35.000000,tom pulled out his wallet
870,2544597.wav,44.541000000000004,458.0,502.541,2018-11-29 04:40:36.497459,2018-11-29 04:40:36.542000,2018-11-29 04:40:37.000000,tom drinks beer every day
871,2544799.wav,41.76499999999999,587.0,628.765,2018-11-29 04:25:07.371235,2018-11-29 04:25:07.413000,2018-11-29 04:25:08.000000,i'm glad i could help out
872,2544842.wav,43.976000000000006,135.0,178.976,2018-11-29 02:29:04.821024,2018-11-29 02:29:04.865000,2018-11-29 02:29:05.000000,i'll never understand you
873,2544868.wav,41.011,689.0,730.0110000000001,2018-11-29 03:24:32.269989,2018-11-29 03:24:32.311000,2018-11-29 03:24:33.000000,i'll find my own way back
874,2544957.wav,37.103,1007.0,1044.103,2018-11-29 03:23:17.955897,2018-11-29 03:23:17.993000,2018-11-29 03:23:19.000000,i was knocked unconscious
875,2545081.wav,41.843999999999994,533.0,574.844,2018-11-29 04:02:28.425156,2018-11-29 04:02:28.467000,2018-11-29 04:02:29.000000,we have nothing you want
876,2545231.wav,39.056,84.0,123.056,2018-11-29 02:45:50.876944,2018-11-29 02:45:50.916000,2018-11-29 02:45:51.000000,calm apologize profusely
877,2545400.wav,40.497,387.0,427.49699999999996,2018-11-29 03:46:42.572503,2018-11-29 03:46:42.613000,2018-11-29 03:46:43.000000,i'm going to go tell tall
878,2545494.wav,39.889,56.0,95.889,2018-11-29 05:33:12.904111,2018-11-29 05:33:12.944000,2018-11-29 05:33:13.000000,i'll call if we need you
879,2545696.wav,36.604,1065.0,1101.604,2018-11-29 03:04:24.898396,2018-11-29 03:04:24.935000,2018-11-29 03:04:26.000000,we forgot all about tom
880,2545705.wav,32.078,873.0,905.078,2018-11-29 05:15:58.094922,2018-11-29 05:15:58.127000,2018-11-29 05:15:59.000000,kabul to be pleased
