audiofilename,audio_entropy,t0,t1,t2,t3,t4,t5,t6,t7,t8,payloadsize,audiofilesize,audiofileobjectsize,audio_length,f_t0,f_t1,f_t2,f_t3,f_t4,f_t5,f_t6
/home/pi/Music/mountedDirectory/5858689.wav,12.0891459742,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453404.83776,1543453412.1109,1543453412.13804,1543453412.1383,1543453412.18893,152,55260,64,1,1543453404.83777,1543453404.83779,1543453404.83797,1543453404.84107,1543453410.71346,1543453412.11082,1543453412.11088
/home/pi/Music/mountedDirectory/1655560.wav,12.538209724,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453412.23732,1543453421.26243,1543453421.35305,1543453421.35332,1543453421.40413,148,50456,64,1,1543453412.23733,1543453412.23735,1543453412.23753,1543453412.24076,1543453418.94571,1543453421.26235,1543453421.26241
/home/pi/Music/mountedDirectory/2892032.wav,11.8239362251,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453421.45156,1543453427.29886,1543453427.31286,1543453427.31311,1543453427.36536,153,53018,64,1,1543453421.45157,1543453421.45159,1543453421.45177,1543453421.45497,1543453426.25297,1543453427.29878,1543453427.29884
/home/pi/Music/mountedDirectory/5851702.wav,12.3414168072,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453427.40938,1543453433.8444,1543453433.89945,1543453433.89971,1543453433.95189,163,84070,64,2,1543453427.40939,1543453427.40941,1543453427.40958,1543453427.41271,1543453432.55884,1543453433.84431,1543453433.84438
/home/pi/Music/mountedDirectory/887203.wav,12.5071338283,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453434.00557,1543453439.99884,1543453440.09773,1543453440.098,1543453440.15137,154,61264,63,1,1543453434.00558,1543453434.00559,1543453434.00577,1543453434.00883,1543453438.19365,1543453439.99876,1543453439.99882
/home/pi/Music/mountedDirectory/3619672.wav,12.2509951772,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453440.20091,1543453448.61015,1543453448.62219,1543453448.62236,1543453448.65292,159,77982,64,2,1543453440.20092,1543453440.20093,1543453440.2011,1543453440.20428,1543453447.92538,1543453448.6101,1543453448.61014
/home/pi/Music/mountedDirectory/2091173.wav,13.1095562255,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453448.68182,1543453455.54347,1543453455.55786,1543453455.55812,1543453455.61074,153,67396,64,2,1543453448.68183,1543453448.68184,1543453448.68195,1543453448.68408,1543453453.79806,1543453455.54339,1543453455.54346
/home/pi/Music/mountedDirectory/5448696.wav,12.9797863185,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453455.64452,1543453459.39129,1543453459.39554,1543453459.3958,1543453459.46427,151,65174,64,2,1543453455.64452,1543453455.64453,1543453455.64465,1543453455.6467,1543453458.61902,1543453459.39121,1543453459.39127
/home/pi/Music/mountedDirectory/5204214.wav,12.5448437862,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453459.5149,1543453465.68257,1543453465.70839,1543453465.70866,1543453465.75933,157,76064,64,2,1543453459.51491,1543453459.51493,1543453459.5151,1543453459.51804,1543453464.27996,1543453465.68249,1543453465.68255
/home/pi/Music/mountedDirectory/4498215.wav,12.1628248137,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453465.81303,1543453470.63193,1543453470.63965,1543453470.64,1543453470.69206,151,63254,64,1,1543453465.81304,1543453465.81306,1543453465.81323,1543453465.81628,1543453469.44121,1543453470.63184,1543453470.63191
/home/pi/Music/mountedDirectory/2202701.wav,12.7108352617,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453470.74185,1543453475.22388,1543453475.23361,1543453475.23387,1543453475.28449,146,64190,64,2,1543453470.74186,1543453470.74188,1543453470.74206,1543453470.74494,1543453473.88671,1543453475.2238,1543453475.22387
/home/pi/Music/mountedDirectory/3183430.wav,11.8093569458,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453475.33669,1543453481.41497,1543453481.42702,1543453481.42718,1543453481.45988,145,48210,64,1,1543453475.3367,1543453475.33672,1543453475.33689,1543453475.33999,1543453480.64522,1543453481.41492,1543453481.41496
/home/pi/Music/mountedDirectory/5765221.wav,12.66601909,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453481.49091,1543453488.78244,1543453488.79061,1543453488.79086,1543453488.84046,162,76070,64,2,1543453481.49092,1543453481.49094,1543453481.49112,1543453481.49413,1543453487.79292,1543453488.78236,1543453488.78242
/home/pi/Music/mountedDirectory/1543968.wav,12.9697068487,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453488.89399,1543453495.52669,1543453495.62542,1543453495.62568,1543453495.68047,150,64214,64,2,1543453488.894,1543453488.89402,1543453488.8942,1543453488.89715,1543453493.1778,1543453495.52661,1543453495.52667
/home/pi/Music/mountedDirectory/2224261.wav,12.1018929343,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453495.73322,1543453500.54509,1543453500.54953,1543453500.54987,1543453500.6027,152,68056,64,2,1543453495.73323,1543453495.73324,1543453495.73342,1543453495.73656,1543453499.56339,1543453500.54501,1543453500.54507
/home/pi/Music/mountedDirectory/429794.wav,12.4158522348,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453500.6519,1543453506.22527,1543453506.3042,1543453506.30447,1543453506.35667,156,61022,63,1,1543453500.65191,1543453500.65193,1543453500.65211,1543453500.65516,1543453504.76953,1543453506.22519,1543453506.22525
/home/pi/Music/mountedDirectory/2240708.wav,12.2441356258,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453506.40493,1543453511.38481,1543453511.40198,1543453511.40224,1543453511.45532,143,45008,64,1,1543453506.40493,1543453506.40495,1543453506.40513,1543453506.40834,1543453509.99949,1543453511.38473,1543453511.38479
/home/pi/Music/mountedDirectory/2123558.wav,12.1912952159,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453511.50004,1543453516.03606,1543453516.04346,1543453516.04362,1543453516.07354,140,46606,64,1,1543453511.50005,1543453511.50007,1543453511.50025,1543453511.50317,1543453515.42169,1543453516.03598,1543453516.03604
/home/pi/Music/mountedDirectory/2248962.wav,12.7820003409,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453516.10088,1543453520.14494,1543453520.15156,1543453520.15172,1543453520.18204,142,45008,64,1,1543453516.10088,1543453516.1009,1543453516.10102,1543453516.103,1543453519.45154,1543453520.14489,1543453520.14493
/home/pi/Music/mountedDirectory/5640497.wav,12.1397449408,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453520.20877,1543453529.59924,1543453529.62017,1543453529.62043,1543453529.6688,162,89186,64,2,1543453520.20877,1543453520.20878,1543453520.2089,1543453520.21105,1543453528.00029,1543453529.59916,1543453529.59922
/home/pi/Music/mountedDirectory/5452151.wav,12.5408174147,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453529.72147,1543453534.21155,1543453534.24033,1543453534.24058,1543453534.29136,148,53656,64,1,1543453529.72148,1543453529.7215,1543453529.72167,1543453529.72465,1543453532.4747,1543453534.21147,1543453534.21154
/home/pi/Music/mountedDirectory/3417517.wav,12.5616790238,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453534.33735,1543453539.87266,1543453539.88033,1543453539.88058,1543453539.93401,153,61660,64,1,1543453534.33736,1543453534.33738,1543453534.33755,1543453534.34073,1543453537.79189,1543453539.87258,1543453539.87264
/home/pi/Music/mountedDirectory/2396033.wav,13.0062087092,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453539.9827,1543453546.17301,1543453546.18614,1543453546.1864,1543453546.23926,163,72228,64,2,1543453539.98271,1543453539.98273,1543453539.98289,1543453539.98578,1543453544.82845,1543453546.17293,1543453546.17299
/home/pi/Music/mountedDirectory/1886079.wav,12.736643469,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453546.29553,1543453550.42616,1543453550.43237,1543453550.43261,1543453550.4856,147,46612,64,1,1543453546.29554,1543453546.29556,1543453546.29573,1543453546.29863,1543453549.49595,1543453550.42608,1543453550.42614
/home/pi/Music/mountedDirectory/2647988.wav,12.2980256751,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453550.53297,1543453555.48844,1543453555.49942,1543453555.49967,1543453555.55528,147,64212,64,2,1543453550.53298,1543453550.533,1543453550.53317,1543453550.53605,1543453554.28459,1543453555.48836,1543453555.48842
/home/pi/Music/mountedDirectory/3417568.wav,12.1636653929,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453555.60291,1543453561.56162,1543453561.58134,1543453561.5816,1543453561.63738,149,58456,64,1,1543453555.60292,1543453555.60293,1543453555.60314,1543453555.60607,1543453559.33081,1543453561.56154,1543453561.5616
/home/pi/Music/mountedDirectory/2541812.wav,12.7584441171,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453561.68282,1543453568.36273,1543453568.37889,1543453568.37918,1543453568.43383,159,73824,64,2,1543453561.68283,1543453561.68285,1543453561.68302,1543453561.68603,1543453566.81236,1543453568.36265,1543453568.36271
/home/pi/Music/mountedDirectory/37135.wav,13.0722725094,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453568.48885,1543453578.84087,1543453578.90186,1543453578.90213,1543453578.95365,177,103138,62,3,1543453568.48886,1543453568.48888,1543453568.48905,1543453568.49216,1543453576.29572,1543453578.84079,1543453578.84085
/home/pi/Music/mountedDirectory/1027184.wav,13.2077513365,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453579.01881,1543453589.49606,1543453589.52464,1543453589.5249,1543453589.58137,169,97834,64,3,1543453579.01882,1543453579.01884,1543453579.01904,1543453579.02221,1543453587.20728,1543453589.49598,1543453589.49604
/home/pi/Music/mountedDirectory/3534289.wav,12.1484408997,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453589.64274,1543453594.94461,1543453594.95021,1543453594.95046,1543453595.00334,162,68080,64,2,1543453589.64275,1543453589.64277,1543453589.64294,1543453589.64593,1543453593.13339,1543453594.94453,1543453594.94459
/home/pi/Music/mountedDirectory/2547858.wav,12.0220239469,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453595.05507,1543453600.31425,1543453600.34058,1543453600.34084,1543453600.39519,148,56214,64,1,1543453595.05508,1543453595.0551,1543453595.05528,1543453595.05823,1543453599.15166,1543453600.31417,1543453600.31423
/home/pi/Music/mountedDirectory/4054423.wav,12.4133957124,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453600.44061,1543453608.29075,1543453608.32372,1543453608.32398,1543453608.38008,152,68060,64,2,1543453600.44062,1543453600.44064,1543453600.44082,1543453600.44382,1543453606.65969,1543453608.29067,1543453608.29073
/home/pi/Music/mountedDirectory/3416882.wav,12.2064043395,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453608.43364,1543453614.25984,1543453614.29901,1543453614.29928,1543453614.35178,159,77982,64,2,1543453608.43365,1543453608.43367,1543453608.43384,1543453608.43685,1543453612.98839,1543453614.25966,1543453614.25982
/home/pi/Music/mountedDirectory/2821348.wav,11.9763536516,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453614.40477,1543453620.49024,1543453620.53596,1543453620.53622,1543453620.58988,159,73182,64,2,1543453614.40478,1543453614.40479,1543453614.40497,1543453614.40827,1543453619.17894,1543453620.49016,1543453620.49022
/home/pi/Music/mountedDirectory/3200365.wav,12.3876487063,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453620.64038,1543453625.16648,1543453625.17236,1543453625.17261,1543453625.2273,154,57820,64,1,1543453620.64039,1543453620.64041,1543453620.64058,1543453620.64364,1543453624.18448,1543453625.1664,1543453625.16646
/home/pi/Music/mountedDirectory/4890440.wav,12.7297006607,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453625.27477,1543453631.67939,1543453631.68921,1543453631.68947,1543453631.74722,152,71260,64,2,1543453625.27478,1543453625.2748,1543453625.27499,1543453625.27794,1543453630.25238,1543453631.67932,1543453631.67938
/home/pi/Music/mountedDirectory/2215688.wav,12.774474296,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453631.80558,1543453636.3048,1543453636.33145,1543453636.33171,1543453636.38416,147,56190,64,1,1543453631.80559,1543453631.80561,1543453631.80578,1543453631.80869,1543453635.13534,1543453636.30472,1543453636.30479
/home/pi/Music/mountedDirectory/5275672.wav,12.4674797955,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453636.43731,1543453643.41785,1543453643.44865,1543453643.44891,1543453643.50465,157,65822,64,2,1543453636.43732,1543453636.43734,1543453636.43751,1543453636.44073,1543453641.79856,1543453643.41777,1543453643.41783
/home/pi/Music/mountedDirectory/2199783.wav,12.3954655747,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453643.55696,1543453649.1295,1543453649.13652,1543453649.13677,1543453649.18926,149,53656,64,1,1543453643.55697,1543453643.55698,1543453643.55716,1543453643.56032,1543453648.28765,1543453649.12942,1543453649.12948
/home/pi/Music/mountedDirectory/2237737.wav,12.7860990152,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453649.2369,1543453654.0828,1543453654.10788,1543453654.10814,1543453654.1631,148,57790,64,1,1543453649.23691,1543453649.23693,1543453649.2371,1543453649.24018,1543453652.44637,1543453654.08272,1543453654.08278
/home/pi/Music/mountedDirectory/4495933.wav,12.4113348507,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453654.21263,1543453661.54491,1543453661.61287,1543453661.61314,1543453661.66444,154,66462,64,2,1543453654.21264,1543453654.21266,1543453654.21283,1543453654.2158,1543453659.73449,1543453661.54483,1543453661.54489
/home/pi/Music/mountedDirectory/72776.wav,11.0979550458,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453661.71507,1543453674.09267,1543453674.11235,1543453674.11261,1543453674.16507,175,129530,62,4,1543453661.71508,1543453661.7151,1543453661.71527,1543453661.7184,1543453672.18604,1543453674.09259,1543453674.09266
/home/pi/Music/mountedDirectory/3651767.wav,12.0236364815,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453674.22083,1543453678.82147,1543453678.82863,1543453678.82888,1543453678.88332,158,65182,64,2,1543453674.22084,1543453674.22086,1543453674.22104,1543453674.22398,1543453677.81286,1543453678.82139,1543453678.82145
/home/pi/Music/mountedDirectory/2044606.wav,12.6940494183,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453678.93158,1543453687.67488,1543453687.71456,1543453687.71482,1543453687.7646,154,65820,64,2,1543453678.93159,1543453678.9316,1543453678.93178,1543453678.93467,1543453685.35844,1543453687.6748,1543453687.67486
/home/pi/Music/mountedDirectory/5087492.wav,12.3048523452,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453687.8184,1543453692.8756,1543453692.87829,1543453692.87853,1543453692.93043,153,61660,64,1,1543453687.81841,1543453687.81843,1543453687.81861,1543453687.82181,1543453692.04022,1543453692.87552,1543453692.87558
/home/pi/Music/mountedDirectory/561834.wav,12.0613320207,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453692.97946,1543453697.01163,1543453697.03835,1543453697.03861,1543453697.09172,143,41810,63,1,1543453692.97947,1543453692.97949,1543453692.97966,1543453692.9827,1543453695.73965,1543453697.01155,1543453697.01161
/home/pi/Music/mountedDirectory/2547769.wav,12.1022684539,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453697.13623,1543453703.86432,1543453703.87721,1543453703.87746,1543453703.9305,149,53014,64,1,1543453697.13624,1543453697.13626,1543453697.13643,1543453697.13944,1543453702.68959,1543453703.86424,1543453703.8643
/home/pi/Music/mountedDirectory/2044898.wav,12.4953244821,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453703.97625,1543453712.97355,1543453712.99741,1543453712.99767,1543453713.05126,167,97832,64,3,1543453703.97627,1543453703.97628,1543453703.97646,1543453703.97947,1543453711.50062,1543453712.97347,1543453712.97353
/home/pi/Music/mountedDirectory/44409.wav,12.6427851555,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453713.10825,1543453720.04344,1543453720.20467,1543453720.20493,1543453720.25666,156,69664,62,2,1543453713.10826,1543453713.10828,1543453713.10845,1543453713.11167,1543453718.61014,1543453720.04336,1543453720.04342
/home/pi/Music/mountedDirectory/3736016.wav,12.7031410681,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453720.31091,1543453725.79449,1543453725.79862,1543453725.79887,1543453725.85282,160,76068,64,2,1543453720.31092,1543453720.31094,1543453720.31111,1543453720.31439,1543453724.70523,1543453725.7944,1543453725.79447
/home/pi/Music/mountedDirectory/1026522.wav,13.1672890719,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453725.90747,1543453735.79945,1543453735.86592,1543453735.86618,1543453735.92321,157,78622,64,2,1543453725.90748,1543453725.9075,1543453725.90767,1543453725.91075,1543453732.44944,1543453735.79937,1543453735.79943
/home/pi/Music/mountedDirectory/5168832.wav,12.6987931666,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453735.98148,1543453744.24087,1543453744.26319,1543453744.26336,1543453744.29277,169,89192,64,2,1543453735.98149,1543453735.98151,1543453735.98169,1543453735.98488,1543453742.74918,1543453744.24082,1543453744.24086
/home/pi/Music/mountedDirectory/3591347.wav,12.1655973829,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453744.33478,1543453749.37701,1543453749.38514,1543453749.38539,1543453749.43645,159,61666,64,1,1543453744.3348,1543453744.33481,1543453744.33499,1543453744.33875,1543453748.35641,1543453749.37693,1543453749.37699
/home/pi/Music/mountedDirectory/263241.wav,12.4908061393,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453749.4835,1543453756.79542,1543453756.807,1543453756.80725,1543453756.8587,154,77978,63,2,1543453749.48351,1543453749.48353,1543453749.4837,1543453749.48664,1543453755.2446,1543453756.79533,1543453756.7954
/home/pi/Music/mountedDirectory/3738552.wav,11.9611120957,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453756.91287,1543453760.58721,1543453760.60253,1543453760.60279,1543453760.65696,154,55258,64,1,1543453756.91288,1543453756.9129,1543453756.91307,1543453756.916,1543453759.58583,1543453760.58713,1543453760.58719
/home/pi/Music/mountedDirectory/6108508.wav,12.9848724413,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453760.702,1543453772.91279,1543453772.94599,1543453772.94616,1543453772.99572,194,127300,64,3,1543453760.70201,1543453760.70203,1543453760.7022,1543453760.70513,1543453770.50267,1543453772.91274,1543453772.91278
/home/pi/Music/mountedDirectory/1125715.wav,12.5589331999,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453773.06177,1543453777.57854,1543453777.59041,1543453777.59066,1543453777.64352,159,66466,64,2,1543453773.06178,1543453773.0618,1543453773.06197,1543453773.06504,1543453776.46947,1543453777.57846,1543453777.57852
/home/pi/Music/mountedDirectory/3730054.wav,11.7869319095,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453777.69745,1543453783.59256,1543453783.59793,1543453783.59819,1543453783.64845,152,53656,64,1,1543453777.69746,1543453777.69748,1543453777.69765,1543453777.70081,1543453782.27719,1543453783.59248,1543453783.59254
/home/pi/Music/mountedDirectory/2064819.wav,12.207563329,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453783.69488,1543453790.71747,1543453790.7313,1543453790.73146,1543453790.76176,158,72224,64,2,1543453783.69489,1543453783.69491,1543453783.69508,1543453783.69795,1543453789.30562,1543453790.71742,1543453790.71746
/home/pi/Music/mountedDirectory/4496165.wav,12.109910287,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453790.78957,1543453795.32139,1543453795.36075,1543453795.36102,1543453795.41153,146,58454,64,1,1543453790.78958,1543453790.78959,1543453790.7897,1543453790.79189,1543453794.12349,1543453795.32131,1543453795.32137
/home/pi/Music/mountedDirectory/5745240.wav,12.9614194391,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453795.45855,1543453802.17476,1543453802.18168,1543453802.18194,1543453802.23469,155,69662,64,2,1543453795.45856,1543453795.45858,1543453795.45875,1543453795.46197,1543453799.70389,1543453802.17468,1543453802.17474
/home/pi/Music/mountedDirectory/3409195.wav,11.9793627797,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453802.2945,1543453807.33307,1543453807.34237,1543453807.34262,1543453807.39591,154,69660,64,2,1543453802.29451,1543453802.29453,1543453802.2947,1543453802.29758,1543453806.10916,1543453807.33299,1543453807.33305
/home/pi/Music/mountedDirectory/2245588.wav,12.6035319601,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453807.44465,1543453811.0654,1543453811.06842,1543453811.06866,1543453811.12087,145,46610,64,1,1543453807.44466,1543453807.44468,1543453807.44485,1543453807.44774,1543453810.24486,1543453811.06532,1543453811.06538
/home/pi/Music/mountedDirectory/3409096.wav,12.0158924949,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453811.16798,1543453816.44564,1543453816.50468,1543453816.50494,1543453816.55891,151,61014,64,1,1543453811.16799,1543453811.16801,1543453811.16819,1543453811.17127,1543453814.94266,1543453816.44555,1543453816.44562
/home/pi/Music/mountedDirectory/3410977.wav,12.81524052,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453816.6048,1543453822.2142,1543453822.23535,1543453822.2356,1543453822.28762,160,73182,64,2,1543453816.60481,1543453816.60483,1543453816.605,1543453816.60811,1543453820.07168,1543453822.21412,1543453822.21418
/home/pi/Music/mountedDirectory/2376574.wav,12.5603840455,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453822.34252,1543453827.70137,1543453827.71253,1543453827.71278,1543453827.76468,144,46610,64,1,1543453822.34253,1543453822.34255,1543453822.34272,1543453822.34573,1543453826.74371,1543453827.70129,1543453827.70135
/home/pi/Music/mountedDirectory/2892747.wav,12.2656796431,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453827.81139,1543453834.06257,1543453834.13287,1543453834.13313,1543453834.1853,151,57816,64,1,1543453827.8114,1543453827.81142,1543453827.81159,1543453827.81452,1543453832.4012,1543453834.06249,1543453834.06255
/home/pi/Music/mountedDirectory/2374019.wav,12.2768909584,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453834.23428,1543453841.20041,1543453841.20784,1543453841.20809,1543453841.2657,160,77984,64,2,1543453834.23429,1543453834.23431,1543453834.23448,1543453834.23754,1543453839.55887,1543453841.20033,1543453841.20039
/home/pi/Music/mountedDirectory/3620326.wav,12.7096724694,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453841.32092,1543453847.98837,1543453848.04204,1543453848.0423,1543453848.10059,162,77986,64,2,1543453841.32093,1543453841.32095,1543453841.32112,1543453841.324,1543453846.33331,1543453847.98829,1543453847.98835
/home/pi/Music/mountedDirectory/4935577.wav,12.3296209167,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453848.15402,1543453854.56815,1543453854.57418,1543453854.57443,1543453854.62658,169,82476,64,2,1543453848.15403,1543453848.15404,1543453848.15422,1543453848.15728,1543453853.51047,1543453854.56807,1543453854.56813
/home/pi/Music/mountedDirectory/3734374.wav,12.4954921654,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453854.68119,1543453860.67235,1543453860.69684,1543453860.69709,1543453860.75593,160,77984,64,2,1543453854.6812,1543453854.68122,1543453854.68139,1543453854.68427,1543453859.28489,1543453860.67227,1543453860.67234
/home/pi/Music/mountedDirectory/3093762.wav,12.258544634,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453860.81318,1543453868.05274,1543453868.06172,1543453868.06197,1543453868.11961,167,87274,64,2,1543453860.81319,1543453860.81321,1543453860.8134,1543453860.81663,1543453866.98444,1543453868.05266,1543453868.05272
/home/pi/Music/mountedDirectory/3824613.wav,12.1560184185,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453868.17296,1543453873.5945,1543453873.60821,1543453873.60846,1543453873.66389,158,61666,64,1,1543453868.17297,1543453868.17299,1543453868.17316,1543453868.17606,1543453871.91222,1543453873.59442,1543453873.59448
/home/pi/Music/mountedDirectory/3733444.wav,12.6394909016,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453873.71204,1543453878.1175,1543453878.13838,1543453878.13855,1543453878.16987,144,49168,64,1,1543453873.71205,1543453873.71207,1543453873.71224,1543453873.71522,1543453876.81187,1543453878.11742,1543453878.11748
/home/pi/Music/mountedDirectory/63251.wav,12.7296373918,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453878.19539,1543453882.96958,1543453882.97426,1543453882.97442,1543453883.00407,154,61288,62,1,1543453878.19539,1543453878.19541,1543453878.19552,1543453878.19759,1543453882.04071,1543453882.96952,1543453882.96956
/home/pi/Music/mountedDirectory/5642761.wav,12.5103603223,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453883.03208,1543453890.23117,1543453890.25778,1543453890.25795,1543453890.28871,159,71266,64,2,1543453883.03209,1543453883.0321,1543453883.03221,1543453883.03424,1543453888.15374,1543453890.23112,1543453890.23116
/home/pi/Music/mountedDirectory/5916155.wav,12.6963052969,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453890.31769,1543453894.01831,1543453894.02632,1543453894.02649,1543453894.05817,154,66462,64,2,1543453890.31769,1543453890.3177,1543453890.31782,1543453890.32008,1543453893.0516,1543453894.01826,1543453894.0183
/home/pi/Music/mountedDirectory/1177488.wav,12.9389796802,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453894.08745,1543453900.67865,1543453900.6948,1543453900.69505,1543453900.74528,156,70622,64,2,1543453894.08745,1543453894.08746,1543453894.08757,1543453894.08958,1543453899.13964,1543453900.67857,1543453900.67863
/home/pi/Music/mountedDirectory/308074.wav,12.9006540515,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453900.80388,1543453908.44181,1543453908.46624,1543453908.4665,1543453908.51849,162,65876,63,2,1543453900.80389,1543453900.80391,1543453900.80408,1543453900.80701,1543453906.36859,1543453908.44173,1543453908.44179
/home/pi/Music/mountedDirectory/3619945.wav,12.1472647935,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453908.5732,1543453913.75935,1543453913.77884,1543453913.7791,1543453913.83112,149,49172,64,1,1543453908.57321,1543453908.57323,1543453908.5734,1543453908.57635,1543453912.25525,1543453913.75927,1543453913.75933
/home/pi/Music/mountedDirectory/5218628.wav,12.1514525306,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453913.87514,1543453921.79488,1543453921.82718,1543453921.82744,1543453921.88072,154,63262,64,1,1543453913.87515,1543453913.87517,1543453913.87534,1543453913.87884,1543453920.28126,1543453921.7948,1543453921.79486
/home/pi/Music/mountedDirectory/2648749.wav,12.0740927748,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453921.929,1543453925.66768,1543453925.68983,1543453925.6901,1543453925.74799,145,45010,64,1,1543453921.92901,1543453921.92903,1543453921.9292,1543453921.93237,1543453924.68057,1543453925.6676,1543453925.66767
/home/pi/Music/mountedDirectory/4014424.wav,12.3496955377,1543451584.61764,1543451584.62553,1543451585.124,1543451588.34801,1543453925.79226,1543453931.60619,1543453931.60902,1543453931.60926,1543453931.66798,158,77978,64,2,1543453925.79227,1543453925.79229,1543453925.79246,1543453925.79545,1543453930.52368,1543453931.60611,1543453931.60617
