,filename,flight_time,iothub_time,end_to_end_time,messagesendutctime,iothubutctime,s3creationutctime,audiotranslation
302,1543592.wav,27.271,330.0,357.271,2018-12-27 01:42:30.642729,2018-12-27 01:42:30.670000,2018-12-27 01:42:31.000000,tom was shot twice in the chest
303,1543614.wav,22.816,246.0,268.816,2018-12-26 23:51:08.731184,2018-12-26 23:51:08.754000,2018-12-26 23:51:09.000000,tom had no idea where mary went
304,1543968.wav,37.989000000000004,513.0,550.9889999999999,2018-12-26 23:17:08.449011,2018-12-26 23:17:08.487000,2018-12-26 23:17:09.000000,tom drink in silence
305,1546292.wav,22.571,912.0,934.571,2018-12-27 06:20:44.065429,2018-12-27 06:20:44.088000,2018-12-27 06:20:45.000000,i don't have the money to buy a car
306,1550930.wav,18.991999999999997,534.0,552.9920000000001,2018-12-26 23:34:50.447008,2018-12-26 23:34:50.466000,2018-12-26 23:34:51.000000,do you have any news
307,1552238.wav,23.535,866.0,889.535,2018-12-26 22:22:58.110465,2018-12-26 22:22:58.134000,2018-12-26 22:22:59.000000,com found out his dad was in his real dad
308,1553086.wav,26.231,598.0,624.231,2018-12-27 02:26:42.375769,2018-12-27 02:26:42.402000,2018-12-27 02:26:43.000000,i learned a lot this week
309,1553373.wav,22.1,777.0,799.1,2018-12-27 02:15:11.200900,2018-12-27 02:15:11.223000,2018-12-27 02:15:12.000000,tom called me and said that he needed me to do him a favor
310,1553415.wav,26.176000000000002,555.0,581.176,2018-12-27 03:33:47.418824,2018-12-27 03:33:47.445000,2018-12-27 03:33:48.000000,let's go and talk to tom
311,1553883.wav,31.88,992.0,1023.8799999999999,2018-12-27 00:29:01.976120,2018-12-27 00:29:02.008000,2018-12-27 00:29:03.000000,it's going really well
312,1555511.wav,23.205,539.0,562.2049999999999,2018-12-27 05:38:03.437795,2018-12-27 05:38:03.461000,2018-12-27 05:38:04.000000,tom hit rock bottom
313,1556524.wav,29.057,962.0,991.057,2018-12-26 23:01:48.008943,2018-12-26 23:01:48.038000,2018-12-26 23:01:49.000000,this is very difficult
314,1556653.wav,36.021,184.0,220.021,2018-12-26 22:23:55.779979,2018-12-26 22:23:55.816000,2018-12-26 22:23:56.000000,i'm happy to be here
315,1557588.wav,19.464,220.0,239.464,2018-12-27 02:01:50.760536,2018-12-27 02:01:50.780000,2018-12-27 02:01:51.000000,who would you like to speak with
316,1564890.wav,21.601,697.0,718.601,2018-12-27 06:40:37.281399,2018-12-27 06:40:37.303000,2018-12-27 06:40:38.000000,i'm happy you're here
317,1566336.wav,21.028000000000002,888.0,909.0279999999999,2018-12-26 23:25:57.090972,2018-12-26 23:25:57.112000,2018-12-26 23:25:58.000000,mom bought a puppy for us
318,1567440.wav,23.336,470.0,493.336,2018-12-27 01:49:19.506664,2018-12-27 01:49:19.530000,2018-12-27 01:49:20.000000,i don't know where to start
319,1568970.wav,38.553,1080.0,1118.5529999999999,2018-12-27 02:24:08.881447,2018-12-27 02:24:08.920000,2018-12-27 02:24:10.000000,my sister died last year
320,1570740.wav,21.511,236.0,257.51099999999997,2018-12-27 05:47:10.742489,2018-12-27 05:47:10.764000,2018-12-27 05:47:11.000000,kuwait all of our food
321,1572853.wav,33.424,999.0,1032.424,2018-12-27 06:25:55.967576,2018-12-27 06:25:56.001000,2018-12-27 06:25:57.000000,i don't want to read anything
322,1578554.wav,32.662,627.0,659.6619999999999,2018-12-26 23:43:58.340338,2018-12-26 23:43:58.373000,2018-12-26 23:43:59.000000,take as many teaches as you want
323,1580079.wav,21.697000000000003,549.0,570.697,2018-12-26 23:40:07.429303,2018-12-26 23:40:07.451000,2018-12-26 23:40:08.000000,of those students are from a very good school
324,15863.wav,23.987000000000002,372.0,395.98699999999997,2018-12-27 00:30:52.604013,2018-12-27 00:30:52.628000,2018-12-27 00:30:53.000000,you should work hard
325,1590408.wav,22.022,136.0,158.022,2018-12-26 22:54:20.841978,2018-12-26 22:54:20.864000,2018-12-26 22:54:21.000000,i thought your house was downtown
326,1595186.wav,22.194,472.0,494.194,2018-12-27 01:04:21.505806,2018-12-27 01:04:21.528000,2018-12-27 01:04:22.000000,home was livid
327,1598344.wav,23.839,126.0,149.839,2018-12-26 23:08:09.850161,2018-12-26 23:08:09.874000,2018-12-26 23:08:10.000000,the stakes are high
328,1600950.wav,22.358,1032.0,1054.358,2018-12-27 06:15:15.945642,2018-12-27 06:15:15.968000,2018-12-27 06:15:17.000000,my parents know about it
329,1602632.wav,23.967,831.0,854.967,2018-12-27 06:12:44.145033,2018-12-27 06:12:44.169000,2018-12-27 06:12:45.000000,it's even worse than it looks
330,1610534.wav,18.756999999999998,992.0,1010.757,2018-12-26 22:56:14.989243,2018-12-26 22:56:15.008000,2018-12-26 22:56:16.000000,i joined the navy
331,1615222.wav,17.907,365.0,382.907,2018-12-27 05:53:20.617093,2018-12-27 05:53:20.635000,2018-12-27 05:53:21.000000,this will not be tolerated
332,1617039.wav,30.647000000000002,1020.9999999999999,1051.647,2018-12-27 00:17:29.948353,2018-12-27 00:17:29.979000,2018-12-27 00:17:31.000000,they saved us
333,1628159.wav,21.498,710.0,731.4979999999999,2018-12-27 04:55:12.268502,2018-12-27 04:55:12.290000,2018-12-27 04:55:13.000000,what just happened
334,1633578.wav,24.804,472.0,496.80400000000003,2018-12-27 00:01:21.503196,2018-12-27 00:01:21.528000,2018-12-27 00:01:22.000000,i think tom those things that we don't
335,1637625.wav,23.278,162.0,185.278,2018-12-27 01:44:29.814722,2018-12-27 01:44:29.838000,2018-12-27 01:44:30.000000,i don't think they heard us
336,1638285.wav,20.452,281.0,301.452,2018-12-27 04:01:23.698548,2018-12-27 04:01:23.719000,2018-12-27 04:01:24.000000,tom through a big party at his house while his parents were on vacation
337,1654037.wav,18.054000000000002,1054.0,1072.054,2018-12-26 22:18:38.927946,2018-12-26 22:18:38.946000,2018-12-26 22:18:40.000000,we can't give up
338,1655560.wav,22.134999999999998,333.0,355.135,2018-12-26 22:27:26.644865,2018-12-26 22:27:26.667000,2018-12-26 22:27:27.000000,how much do you earn
339,1662449.wav,27.038,131.0,158.038,2018-12-27 06:05:02.841962,2018-12-27 06:05:02.869000,2018-12-27 06:05:03.000000,tom is following mary
340,1662485.wav,24.209,600.0,624.2090000000001,2018-12-27 00:38:54.375791,2018-12-27 00:38:54.400000,2018-12-27 00:38:55.000000,tom is going to the bank
341,1663.wav,24.303,611.0,635.303,2018-12-26 23:38:15.364697,2018-12-26 23:38:15.389000,2018-12-26 23:38:16.000000,where are the showers
342,1663062.wav,21.447,962.0,983.447,2018-12-27 06:02:23.016553,2018-12-27 06:02:23.038000,2018-12-27 06:02:24.000000,my roommate complained about the noise
343,1667046.wav,20.778000000000002,134.0,154.778,2018-12-27 06:32:55.845222,2018-12-27 06:32:55.866000,2018-12-27 06:32:56.000000,that's what the boss wants
344,1671798.wav,23.201,1014.9999999999999,1038.201,2018-12-27 04:08:39.961799,2018-12-27 04:08:39.985000,2018-12-27 04:08:41.000000,that doesn't add up
345,1671905.wav,22.376,587.0,609.376,2018-12-26 23:17:38.390624,2018-12-26 23:17:38.413000,2018-12-26 23:17:39.000000,you made the right choice
346,1676592.wav,22.48,963.0,985.48,2018-12-27 04:41:21.014520,2018-12-27 04:41:21.037000,2018-12-27 04:41:22.000000,tom took a picture of his old camera with his new camera
347,1682304.wav,18.544999999999998,1077.0,1095.545,2018-12-27 03:10:21.904455,2018-12-27 03:10:21.923000,2018-12-27 03:10:23.000000,i wonder what happens if i press this button
348,16867.wav,21.75,633.0,654.75,2018-12-27 06:15:54.345250,2018-12-27 06:15:54.367000,2018-12-27 06:15:55.000000,is there anything you want that she got half
349,1690568.wav,21.722,298.0,319.722,2018-12-27 01:54:54.680278,2018-12-27 01:54:54.702000,2018-12-27 01:54:55.000000,i'm nervous and excited
350,1702321.wav,25.803,389.0,414.803,2018-12-26 23:47:49.585197,2018-12-26 23:47:49.611000,2018-12-26 23:47:50.000000,we're up a creek without a paddle
351,1713706.wav,22.238999999999997,671.0,693.239,2018-12-27 01:31:39.306761,2018-12-27 01:31:39.329000,2018-12-27 01:31:40.000000,i took my shoes off and threw them out the window
352,1721068.wav,25.492,926.0,951.492,2018-12-27 05:51:49.048508,2018-12-27 05:51:49.074000,2018-12-27 05:51:50.000000,i have no idea what to expect
353,17298.wav,23.974,665.0,688.9739999999999,2018-12-26 22:45:40.311026,2018-12-26 22:45:40.335000,2018-12-26 22:45:41.000000,can i use your pencil
354,1739677.wav,21.273,838.0,859.2729999999999,2018-12-26 23:15:52.140727,2018-12-26 23:15:52.162000,2018-12-26 23:15:53.000000,i've caught myself
355,1740678.wav,25.321,378.0,403.32099999999997,2018-12-27 04:44:37.596679,2018-12-27 04:44:37.622000,2018-12-27 04:44:38.000000,i shave almost every day
356,17448.wav,21.076999999999998,885.0,906.077,2018-12-27 02:45:59.093923,2018-12-27 02:45:59.115000,2018-12-27 02:46:00.000000,i feel for you
357,1746.wav,23.720000000000002,195.0,218.72,2018-12-27 03:25:00.781280,2018-12-27 03:25:00.805000,2018-12-27 03:25:01.000000,anything that can be misunderstood will be
358,1747602.wav,20.905,892.0,912.905,2018-12-27 00:16:37.087095,2018-12-27 00:16:37.108000,2018-12-27 00:16:38.000000,when was the last time you danced
359,1748861.wav,40.419,615.0,655.419,2018-12-27 04:03:15.344581,2018-12-27 04:03:15.385000,2018-12-27 04:03:16.000000,let them eat if they want to
360,1754.wav,21.62,445.0,466.62,2018-12-27 06:51:03.533380,2018-12-27 06:51:03.555000,2018-12-27 06:51:04.000000,i'm starving
361,1754893.wav,24.596,668.0,692.596,2018-12-27 07:09:36.307404,2018-12-27 07:09:36.332000,2018-12-27 07:09:37.000000,it wasn't supposed to be this way
362,17666.wav,38.65,682.0,720.65,2018-12-27 00:46:50.279350,2018-12-27 00:46:50.318000,2018-12-27 00:46:51.000000,any of you can do it
363,1771.wav,24.705000000000002,883.0,907.7049999999999,2018-12-27 02:15:16.092295,2018-12-27 02:15:16.117000,2018-12-27 02:15:17.000000,the way in to calm down
364,17904.wav,25.435,70.0,95.435,2018-12-27 07:09:07.904565,2018-12-27 07:09:07.930000,2018-12-27 07:09:08.000000,i'm counting on you to join us
365,1790780.wav,22.378,339.0,361.378,2018-12-27 04:36:39.638622,2018-12-27 04:36:39.661000,2018-12-27 04:36:40.000000,i did it for him
366,1793868.wav,41.349,741.0,782.3489999999999,2018-12-27 00:17:37.217651,2018-12-27 00:17:37.259000,2018-12-27 00:17:38.000000,yesterday the weather was very nice
367,18037.wav,28.910999999999998,435.0,463.911,2018-12-27 03:49:40.536089,2018-12-27 03:49:40.565000,2018-12-27 03:49:41.000000,i didn't expect you to turn up here
368,1806705.wav,22.494,1055.0,1077.494,2018-12-27 02:59:32.922506,2018-12-27 02:59:32.945000,2018-12-27 02:59:34.000000,how can i lose weight
369,1809371.wav,23.578000000000003,1136.0,1159.578,2018-12-27 01:27:57.840422,2018-12-27 01:27:57.864000,2018-12-27 01:27:59.000000,i'm going to my grandmother's
370,1815761.wav,21.237,689.0,710.237,2018-12-27 04:39:43.289763,2018-12-27 04:39:43.311000,2018-12-27 04:39:44.000000,we're friends now
371,1817800.wav,35.013000000000005,388.0,423.013,2018-12-27 06:31:49.576987,2018-12-27 06:31:49.612000,2018-12-27 06:31:50.000000,lol this crazy
372,1820321.wav,23.004,996.0,1019.004,2018-12-27 03:25:21.980996,2018-12-27 03:25:22.004000,2018-12-27 03:25:23.000000,i needed the money
373,1830380.wav,35.251,124.0,159.251,2018-12-27 03:47:41.840749,2018-12-27 03:47:41.876000,2018-12-27 03:47:42.000000,if tom would eat less he'd be healthier
374,1830388.wav,21.157,358.0,379.15700000000004,2018-12-26 23:04:48.620843,2018-12-26 23:04:48.642000,2018-12-26 23:04:49.000000,tom always pills apples before he eats them
375,1830579.wav,19.068,967.0,986.068,2018-12-27 06:58:56.013932,2018-12-27 06:58:56.033000,2018-12-27 06:58:57.000000,i shouldn't it seems so much
376,1830585.wav,22.784,487.0,509.784,2018-12-27 03:27:33.490216,2018-12-27 03:27:33.513000,2018-12-27 03:27:34.000000,i often eat chicken
377,1832174.wav,23.587,214.0,237.587,2018-12-27 05:52:37.762413,2018-12-27 05:52:37.786000,2018-12-27 05:52:38.000000,can i touch it
378,1834138.wav,25.295,246.0,271.295,2018-12-27 02:40:49.728705,2018-12-27 02:40:49.754000,2018-12-27 02:40:50.000000,how did you know that tom had never been to boston
379,1834161.wav,22.537000000000003,400.0,422.537,2018-12-27 01:49:38.577463,2018-12-27 01:49:38.600000,2018-12-27 01:49:39.000000,how was tom able to lose so much weight so quickly
380,1838385.wav,21.812,444.0,465.812,2018-12-26 23:35:50.534188,2018-12-26 23:35:50.556000,2018-12-26 23:35:51.000000,i read the press that he asked me to quit the team
381,1839522.wav,24.632,383.0,407.632,2018-12-27 01:03:45.592368,2018-12-27 01:03:45.617000,2018-12-27 01:03:46.000000,i would've liked that
382,1839557.wav,20.592,196.0,216.592,2018-12-27 01:58:09.783408,2018-12-27 01:58:09.804000,2018-12-27 01:58:10.000000,please hurry tom is waiting
383,1839586.wav,20.232,323.0,343.23199999999997,2018-12-27 04:53:30.656768,2018-12-27 04:53:30.677000,2018-12-27 04:53:31.000000,tom caught his shirt into his pants
384,1841183.wav,46.684999999999995,1022.0,1068.6850000000002,2018-12-27 07:14:16.931315,2018-12-27 07:14:16.978000,2018-12-27 07:14:18.000000,stay with me
385,1841224.wav,23.279999999999998,302.0,325.28000000000003,2018-12-27 06:46:48.674720,2018-12-27 06:46:48.698000,2018-12-27 06:46:49.000000,i can't control myself
386,1841441.wav,28.779,318.0,346.779,2018-12-27 05:39:34.653221,2018-12-27 05:39:34.682000,2018-12-27 05:39:35.000000,constant up suddenly
387,1841448.wav,21.647,635.0,656.6469999999999,2018-12-27 05:43:44.343353,2018-12-27 05:43:44.365000,2018-12-27 05:43:45.000000,tom looks terrified
388,1841485.wav,20.551,348.0,368.55100000000004,2018-12-26 22:02:01.631449,2018-12-26 22:02:01.652000,2018-12-26 22:02:02.000000,i like these thomas paine
389,1841500.wav,31.558999999999997,171.0,202.559,2018-12-27 02:55:02.797441,2018-12-27 02:55:02.829000,2018-12-27 02:55:03.000000,you're not dementia and
390,1844214.wav,34.634,562.0,596.634,2018-12-27 04:55:53.403366,2018-12-27 04:55:53.438000,2018-12-27 04:55:54.000000,let me see that some leftovers for you
391,1845484.wav,23.16,894.0,917.16,2018-12-27 07:03:21.082840,2018-12-27 07:03:21.106000,2018-12-27 07:03:22.000000,tell me what to do here
392,1847727.wav,23.489,791.0,814.489,2018-12-27 03:33:15.185511,2018-12-27 03:33:15.209000,2018-12-27 03:33:16.000000,tom said that he was eager to eat lunch with her
393,1847852.wav,23.584999999999997,589.0,612.585,2018-12-26 23:20:32.387415,2018-12-26 23:20:32.411000,2018-12-26 23:20:33.000000,are you sure you don't want something to eat
394,1848764.wav,18.657,337.0,355.657,2018-12-27 06:31:57.644343,2018-12-27 06:31:57.663000,2018-12-27 06:31:58.000000,i've got some good news
395,1860460.wav,22.363999999999997,649.0,671.3639999999999,2018-12-27 02:32:10.328636,2018-12-27 02:32:10.351000,2018-12-27 02:32:11.000000,don't get to rob thomas
396,1860570.wav,24.702,203.0,227.702,2018-12-27 03:27:15.772298,2018-12-27 03:27:15.797000,2018-12-27 03:27:16.000000,take your coat it's cold today
397,1860589.wav,25.485,1039.0,1064.485,2018-12-27 01:04:01.935515,2018-12-27 01:04:01.961000,2018-12-27 01:04:03.000000,stop worrying about it
398,1860750.wav,26.04,816.0,842.04,2018-12-27 00:25:17.157960,2018-12-27 00:25:17.184000,2018-12-27 00:25:18.000000,call me when you're ready
399,1867743.wav,25.628999999999998,709.0,734.629,2018-12-27 01:20:50.265371,2018-12-27 01:20:50.291000,2018-12-27 01:20:51.000000,tom was sent here to take over
400,1867830.wav,30.654,616.0,646.654,2018-12-27 03:12:52.353346,2018-12-27 03:12:52.384000,2018-12-27 03:12:53.000000,tom try to save me
401,1867833.wav,24.027,223.0,247.027,2018-12-27 06:37:37.752973,2018-12-27 06:37:37.777000,2018-12-27 06:37:38.000000,tom tried to kill me
402,1867845.wav,23.599,854.0,877.599,2018-12-27 07:06:16.122401,2018-12-27 07:06:16.146000,2018-12-27 07:06:17.000000,tom took a blanket off of the bed and wrapped it around himself
403,1867943.wav,22.636,292.0,314.636,2018-12-27 01:12:33.685364,2018-12-27 01:12:33.708000,2018-12-27 01:12:34.000000,com sat down on the couch
404,1867976.wav,25.147,299.0,324.147,2018-12-27 04:55:46.675853,2018-12-27 04:55:46.701000,2018-12-27 04:55:47.000000,tom put the book down
405,1868038.wav,48.988,751.0,799.988,2018-12-27 06:30:08.200012,2018-12-27 06:30:08.249000,2018-12-27 06:30:09.000000,tom is a funny face
406,1868053.wav,23.747,961.0,984.7470000000001,2018-12-26 23:39:59.015253,2018-12-26 23:39:59.039000,2018-12-26 23:40:00.000000,tom looks confused
407,1868057.wav,20.875,735.0,755.875,2018-12-27 01:18:12.244125,2018-12-27 01:18:12.265000,2018-12-27 01:18:13.000000,tom looks a little nervous
408,1868102.wav,46.497,785.0,831.4970000000001,2018-12-27 06:06:59.168503,2018-12-27 06:06:59.215000,2018-12-27 06:07:00.000000,talk is mary on the net
409,1868309.wav,23.782999999999998,1077.0,1100.7830000000001,2018-12-27 03:15:16.899217,2018-12-27 03:15:16.923000,2018-12-27 03:15:18.000000,conrad his jacket and headed for the door
410,1868348.wav,21.924,191.0,212.924,2018-12-26 23:27:47.787076,2018-12-26 23:27:47.809000,2018-12-26 23:27:48.000000,tom doesn't let merry go shopping by herself
411,1868381.wav,22.539,197.0,219.53900000000002,2018-12-26 22:10:52.780461,2018-12-26 22:10:52.803000,2018-12-26 22:10:53.000000,tom didn't say anything about where he come from
412,1868382.wav,29.862,533.0,562.862,2018-12-27 01:21:25.437138,2018-12-27 01:21:25.467000,2018-12-27 01:21:26.000000,tom didn't mean nothing
413,1869304.wav,22.072000000000003,214.0,236.072,2018-12-27 04:21:23.763928,2018-12-27 04:21:23.786000,2018-12-27 04:21:24.000000,i wish i had won
414,1871611.wav,28.372,570.0,598.3720000000001,2018-12-27 00:19:33.401628,2018-12-27 00:19:33.430000,2018-12-27 00:19:34.000000,do you mean me
415,1874264.wav,19.811,586.0,605.811,2018-12-27 06:31:02.394189,2018-12-27 06:31:02.414000,2018-12-27 06:31:03.000000,han isn't want to gossip
416,1874265.wav,21.509,678.0,699.509,2018-12-27 06:19:40.300491,2018-12-27 06:19:40.322000,2018-12-27 06:19:41.000000,tom kissed mariano cheek and then got into scar
417,1874346.wav,24.603,793.0,817.603,2018-12-27 06:48:37.182397,2018-12-27 06:48:37.207000,2018-12-27 06:48:38.000000,i'm sorry that's really all i remember
418,1877445.wav,32.519,1012.0,1044.519,2018-12-26 23:22:13.955481,2018-12-26 23:22:13.988000,2018-12-26 23:22:15.000000,common merrier both drinking the same thing
419,1877514.wav,19.125,74.0,93.125,2018-12-27 00:05:34.906875,2018-12-27 00:05:34.926000,2018-12-27 00:05:35.000000,tom notice that mary was sitting in the corner by herself
420,1877548.wav,20.804,87.0,107.804,2018-12-27 06:51:52.892196,2018-12-27 06:51:52.913000,2018-12-27 06:51:53.000000,tom sounded happy
421,1877565.wav,22.218999999999998,443.0,465.219,2018-12-27 02:08:30.534781,2018-12-27 02:08:30.557000,2018-12-27 02:08:31.000000,tom cruise they did not and opened the door
422,1877595.wav,19.689,502.0,521.689,2018-12-27 00:27:21.478311,2018-12-27 00:27:21.498000,2018-12-27 00:27:22.000000,give me the keys
423,18776.wav,26.025,947.0,973.025,2018-12-27 06:50:22.026975,2018-12-27 06:50:22.053000,2018-12-27 06:50:23.000000,i'm looking forward to hearing from you soon
424,1884484.wav,35.272,1105.0,1140.272,2018-12-27 00:14:19.859728,2018-12-27 00:14:19.895000,2018-12-27 00:14:21.000000,tom just want you to take care of his dog
425,1885961.wav,17.253,576.0,593.253,2018-12-27 06:40:47.406747,2018-12-27 06:40:47.424000,2018-12-27 06:40:48.000000,how my supposed to dress
426,1885966.wav,24.709,640.0,664.709,2018-12-27 02:45:02.335291,2018-12-27 02:45:02.360000,2018-12-27 02:45:03.000000,have you seen tom
427,1886014.wav,96.04400000000001,585.0,681.044,2018-12-27 05:35:04.318956,2018-12-27 05:35:04.415000,2018-12-27 05:35:05.000000,don't you just hate the way tom always monopolize is the conversation
428,1886059.wav,19.169999999999998,946.0,965.17,2018-12-26 22:44:04.034830,2018-12-26 22:44:04.054000,2018-12-26 22:44:05.000000,do you think i don't know that
429,1886079.wav,23.408,194.0,217.408,2018-12-27 03:20:22.782592,2018-12-27 03:20:22.806000,2018-12-27 03:20:23.000000,do you like robots
430,1886100.wav,21.935,113.0,134.935,2018-12-26 22:59:20.865065,2018-12-26 22:59:20.887000,2018-12-26 22:59:21.000000,do you have any cash
431,1886162.wav,72.226,216.0,288.226,2018-12-27 00:43:15.711774,2018-12-27 00:43:15.784000,2018-12-27 00:43:16.000000,did you buy a new car
432,1886528.wav,51.744,690.0,741.7439999999999,2018-12-27 02:22:04.258256,2018-12-27 02:22:04.310000,2018-12-27 02:22:05.000000,why are you so nervous
433,1886556.wav,18.333,1126.0,1144.333,2018-12-27 03:15:44.855667,2018-12-27 03:15:44.874000,2018-12-27 03:15:46.000000,whose offices this
434,1886622.wav,22.574,85.0,107.574,2018-12-27 00:51:57.892426,2018-12-27 00:51:57.915000,2018-12-27 00:51:58.000000,where did you say
435,1886713.wav,24.994,1109.0,1133.994,2018-12-27 03:25:06.866006,2018-12-27 03:25:06.891000,2018-12-27 03:25:08.000000,what was inside
436,1886763.wav,23.089,213.0,236.089,2018-12-27 01:29:10.763911,2018-12-27 01:29:10.787000,2018-12-27 01:29:11.000000,what do you know about the cia
437,1886915.wav,32.955999999999996,765.0,797.956,2018-12-27 01:00:33.202044,2018-12-27 01:00:33.235000,2018-12-27 01:00:34.000000,is that a good thing
438,1887102.wav,33.169999999999995,592.0,625.17,2018-12-27 02:28:31.374830,2018-12-27 02:28:31.408000,2018-12-27 02:28:32.000000,i can do it again
439,1887351.wav,21.687,139.0,160.68699999999998,2018-12-27 03:48:44.839313,2018-12-27 03:48:44.861000,2018-12-27 03:48:45.000000,i have a lot more experienced and condos
440,1887393.wav,24.406000000000002,931.0,955.406,2018-12-27 04:44:51.044594,2018-12-27 04:44:51.069000,2018-12-27 04:44:52.000000,i hear that home in mary have split up
441,1887577.wav,19.844,451.0,470.844,2018-12-27 06:27:34.529156,2018-12-27 06:27:34.549000,2018-12-27 06:27:35.000000,i need some sleep
442,1887580.wav,22.845000000000002,782.0,804.845,2018-12-26 23:44:57.195155,2018-12-26 23:44:57.218000,2018-12-26 23:44:58.000000,i need to ask tom about how to get to his house
443,1887621.wav,22.31,744.0,766.3100000000001,2018-12-27 06:25:49.233690,2018-12-27 06:25:49.256000,2018-12-27 06:25:50.000000,i really don't have enough money
444,1887630.wav,24.42,1008.0,1032.4199999999998,2018-12-26 23:24:36.967580,2018-12-26 23:24:36.992000,2018-12-26 23:24:38.000000,i really want to see you
445,1887662.wav,21.746000000000002,622.0,643.7460000000001,2018-12-27 01:06:58.356254,2018-12-27 01:06:58.378000,2018-12-27 01:06:59.000000,i should get some rest
446,1887746.wav,20.14,1037.0,1057.1399999999999,2018-12-27 04:24:55.942860,2018-12-27 04:24:55.963000,2018-12-27 04:24:57.000000,i think tom was lied to
447,1887750.wav,18.607,175.0,193.607,2018-12-27 01:13:19.806393,2018-12-27 01:13:19.825000,2018-12-27 01:13:20.000000,i think we need to be very careful not to hurt times feelings
448,1887771.wav,25.675,150.0,175.675,2018-12-26 23:43:29.824325,2018-12-26 23:43:29.850000,2018-12-26 23:43:30.000000,i think we should keep an eye on tom
449,1887805.wav,24.892999999999997,247.0,271.893,2018-12-27 02:05:14.728107,2018-12-27 02:05:14.753000,2018-12-27 02:05:15.000000,i thought it was good
450,1887921.wav,20.401,189.0,209.401,2018-12-27 06:28:22.790599,2018-12-27 06:28:22.811000,2018-12-27 06:28:23.000000,i was going to use that
451,1887946.wav,55.089,888.0,943.0889999999999,2018-12-27 06:37:20.056911,2018-12-27 06:37:20.112000,2018-12-27 06:37:21.000000,i was worried
452,1888399.wav,23.244999999999997,141.0,164.245,2018-12-27 01:36:02.835755,2018-12-27 01:36:02.859000,2018-12-27 01:36:03.000000,i wish it comes sooner
453,1889695.wav,23.434,570.0,593.434,2018-12-26 22:05:22.406566,2018-12-26 22:05:22.430000,2018-12-26 22:05:23.000000,tom didn't even have the decency to admit that he made a mistake
454,1890937.wav,23.896,998.0,1021.896,2018-12-27 04:51:53.978104,2018-12-27 04:51:54.002000,2018-12-27 04:51:55.000000,i'll take tom hall
455,1890942.wav,23.27,1059.0,1082.27,2018-12-27 07:11:25.917730,2018-12-27 07:11:25.941000,2018-12-27 07:11:27.000000,all tell tom later
456,1890956.wav,34.847,248.0,282.84700000000004,2018-12-27 03:20:35.717153,2018-12-27 03:20:35.752000,2018-12-27 03:20:36.000000,i'm a social worker
457,1891028.wav,24.807,297.0,321.807,2018-12-27 01:08:15.678193,2018-12-27 01:08:15.703000,2018-12-27 01:08:16.000000,i'm not a beggar
458,1891083.wav,22.695,123.0,145.695,2018-12-27 00:22:50.854305,2018-12-27 00:22:50.877000,2018-12-27 00:22:51.000000,i'm not the only one who got here early
459,1891137.wav,21.318,343.0,364.318,2018-12-27 02:34:36.635682,2018-12-27 02:34:36.657000,2018-12-27 02:34:37.000000,i'm sure tom will be here soon
460,1891164.wav,21.0,974.0,995.0,2018-12-27 05:11:41.005000,2018-12-27 05:11:41.026000,2018-12-27 05:11:42.000000,on your partner
461,1893669.wav,20.09,382.0,402.09,2018-12-27 06:30:03.597910,2018-12-27 06:30:03.618000,2018-12-27 06:30:04.000000,we'll be there
462,1893682.wav,25.769000000000002,494.0,519.769,2018-12-27 01:00:45.480231,2018-12-27 01:00:45.506000,2018-12-27 01:00:46.000000,we were supposed to help tanya study afternoon
463,1893705.wav,23.692,731.0,754.692,2018-12-27 02:53:59.245308,2018-12-27 02:53:59.269000,2018-12-27 02:54:00.000000,we used to be in school together
464,1894573.wav,25.084,1045.0,1070.084,2018-12-27 02:38:44.929916,2018-12-27 02:38:44.955000,2018-12-27 02:38:46.000000,it's not mine
465,1895602.wav,23.151999999999997,395.0,418.15200000000004,2018-12-27 00:49:48.581848,2018-12-27 00:49:48.605000,2018-12-27 00:49:49.000000,you're lucky you didn't get shot
466,1895622.wav,22.753,993.0,1015.7529999999999,2018-12-27 00:15:59.984247,2018-12-27 00:16:00.007000,2018-12-27 00:16:01.000000,you're doing fine
467,1897717.wav,23.983999999999998,553.0,576.984,2018-12-26 22:58:01.423016,2018-12-26 22:58:01.447000,2018-12-26 22:58:02.000000,it looks very expensive
468,1898104.wav,24.169,474.0,498.169,2018-12-27 06:02:02.501831,2018-12-27 06:02:02.526000,2018-12-27 06:02:03.000000,this is my painting
469,1898310.wav,24.156,611.0,635.1560000000001,2018-12-27 02:31:39.364844,2018-12-27 02:31:39.389000,2018-12-27 02:31:40.000000,my head does hurt a little
470,1898312.wav,19.477,634.0,653.477,2018-12-26 23:30:33.346523,2018-12-26 23:30:33.366000,2018-12-26 23:30:34.000000,my french is a little rusty
471,18988.wav,21.838,1004.9999999999999,1026.838,2018-12-27 06:44:29.973162,2018-12-27 06:44:29.995000,2018-12-27 06:44:31.000000,do you know the man standing on the bridge
472,1901822.wav,37.206999999999994,785.0,822.207,2018-12-27 04:49:22.177793,2018-12-27 04:49:22.215000,2018-12-27 04:49:23.000000,it happened so fast
473,1904462.wav,21.02,678.0,699.02,2018-12-27 02:59:23.300980,2018-12-27 02:59:23.322000,2018-12-27 02:59:24.000000,i don't want to get out of bed
